project_name,provider,model_name,prompt_template,run_id,metric_name,metric_value,metric_category,status,formula_version,notes
acmeair,openai,gpt-5.5-2026-04-23,zero_shot,run_1,process_fitness,,process,missing_required_data,v1,Missing process/event logs and process model.
acmeair,openai,gpt-5.5-2026-04-23,zero_shot,run_1,process_precision,,process,missing_required_data,v1,Missing process/event logs and behavioral model.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,number_of_microservices,6.0,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,number_of_communications,13.0,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,communication_density,0.433333,coupling,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,average_outgoing_communications,2.166667,coupling,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,isolated_services_count,0.0,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,isolated_services_ratio,0.0,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,average_responsibility_length,22.166667,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,declared_inter_service_coupling,0.433333,coupling,calculated,v1_textual_declared_graph,Calculated from declared communicates_with edges only; not structural coupling.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,cohesion_message_level_chm,,cohesion,missing_required_data,v1,Missing public-operation message signatures mapped to microservices.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,cohesion_domain_level_chd,,cohesion,missing_required_data,v1,Missing component-to-service mapping or internal artifact inventory.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,responsibility_domain_similarity,0.086686,cohesion,calculated_fallback,v1_textual_fallback,Calculated from responsibility text only; this is not real CHD.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,relational_cohesion_rc,,cohesion,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,afferent_coupling_ac,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,efferent_coupling_ec,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,instability,,coupling,missing_required_data,v1,Missing AC/EC prerequisites: component-to-service mapping or structural dependencies.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,inter_microservices_coupling,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,structural_modularity_quality_smq,,modularity,missing_required_data,v1,Missing structural cohesion or structural coupling prerequisites.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,interface_number_ifn,,modularity,missing_required_data,v1,Missing endpoints/interfaces or component-to-service mapping.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,non_extreme_distribution_ned,0.5,modularity,calculated_fallback,v1_textual_fallback,"Fallback size estimated from responsibility token count only; not structural service size. Bounds: min=5, max=20."
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,business_context_purity_bcp,,domain,missing_required_data,v1,Missing requirement-to-service or feature-to-service mapping.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,requirement_service_semantic_alignment,0.021149,domain,calculated_fallback,v1_textual_fallback,Textual semantic alignment between service responsibilities and requirements; not real BCP.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,feature_modularization,,domain,missing_required_data,v1,Missing feature/requirement-to-service mapping.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,data_independence_da,,domain,missing_required_data,v1,Missing data-access map and component-to-service mapping.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,inter_call_percentage_icp,,runtime,missing_required_data,v1,Missing runtime logs and component-to-service mapping for real runtime calls.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,network_overhead,,runtime,missing_required_data,v1,Missing runtime logs or payload size information.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,process_fitness,,process,missing_required_data,v1,Missing process/event logs and process model.
cargo-tracker,anthropic,claude-opus-4-8,few_shot,run_1,process_precision,,process,missing_required_data,v1,Missing process/event logs and behavioral model.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,number_of_microservices,5.0,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,number_of_communications,11.0,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,communication_density,0.55,coupling,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,average_outgoing_communications,2.2,coupling,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,isolated_services_count,0.0,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,isolated_services_ratio,0.0,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,average_responsibility_length,30.0,basic,calculated,v1,
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,declared_inter_service_coupling,0.55,coupling,calculated,v1_textual_declared_graph,Calculated from declared communicates_with edges only; not structural coupling.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,cohesion_message_level_chm,,cohesion,missing_required_data,v1,Missing public-operation message signatures mapped to microservices.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,cohesion_domain_level_chd,,cohesion,missing_required_data,v1,Missing component-to-service mapping or internal artifact inventory.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,responsibility_domain_similarity,0.075484,cohesion,calculated_fallback,v1_textual_fallback,Calculated from responsibility text only; this is not real CHD.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,relational_cohesion_rc,,cohesion,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,afferent_coupling_ac,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,efferent_coupling_ec,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,instability,,coupling,missing_required_data,v1,Missing AC/EC prerequisites: component-to-service mapping or structural dependencies.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,inter_microservices_coupling,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,structural_modularity_quality_smq,,modularity,missing_required_data,v1,Missing structural cohesion or structural coupling prerequisites.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,interface_number_ifn,,modularity,missing_required_data,v1,Missing endpoints/interfaces or component-to-service mapping.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,non_extreme_distribution_ned,0.2,modularity,calculated_fallback,v1_textual_fallback,"Fallback size estimated from responsibility token count only; not structural service size. Bounds: min=5, max=20."
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,business_context_purity_bcp,,domain,missing_required_data,v1,Missing requirement-to-service or feature-to-service mapping.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,requirement_service_semantic_alignment,0.018344,domain,calculated_fallback,v1_textual_fallback,Textual semantic alignment between service responsibilities and requirements; not real BCP.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,feature_modularization,,domain,missing_required_data,v1,Missing feature/requirement-to-service mapping.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,data_independence_da,,domain,missing_required_data,v1,Missing data-access map and component-to-service mapping.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,inter_call_percentage_icp,,runtime,missing_required_data,v1,Missing runtime logs and component-to-service mapping for real runtime calls.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,network_overhead,,runtime,missing_required_data,v1,Missing runtime logs or payload size information.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,process_fitness,,process,missing_required_data,v1,Missing process/event logs and process model.
cargo-tracker,anthropic,claude-opus-4-8,zero_shot,run_1,process_precision,,process,missing_required_data,v1,Missing process/event logs and behavioral model.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,number_of_microservices,4.0,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,number_of_communications,7.0,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,communication_density,0.583333,coupling,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,average_outgoing_communications,1.75,coupling,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,isolated_services_count,0.0,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,isolated_services_ratio,0.0,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,average_responsibility_length,23.25,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,declared_inter_service_coupling,0.583333,coupling,calculated,v1_textual_declared_graph,Calculated from declared communicates_with edges only; not structural coupling.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,cohesion_message_level_chm,,cohesion,missing_required_data,v1,Missing public-operation message signatures mapped to microservices.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,cohesion_domain_level_chd,,cohesion,missing_required_data,v1,Missing component-to-service mapping or internal artifact inventory.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,responsibility_domain_similarity,0.105628,cohesion,calculated_fallback,v1_textual_fallback,Calculated from responsibility text only; this is not real CHD.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,relational_cohesion_rc,,cohesion,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,afferent_coupling_ac,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,efferent_coupling_ec,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,instability,,coupling,missing_required_data,v1,Missing AC/EC prerequisites: component-to-service mapping or structural dependencies.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,inter_microservices_coupling,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,structural_modularity_quality_smq,,modularity,missing_required_data,v1,Missing structural cohesion or structural coupling prerequisites.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,interface_number_ifn,,modularity,missing_required_data,v1,Missing endpoints/interfaces or component-to-service mapping.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,non_extreme_distribution_ned,0.5,modularity,calculated_fallback,v1_textual_fallback,"Fallback size estimated from responsibility token count only; not structural service size. Bounds: min=5, max=20."
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,business_context_purity_bcp,,domain,missing_required_data,v1,Missing requirement-to-service or feature-to-service mapping.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,requirement_service_semantic_alignment,0.008333,domain,calculated_fallback,v1_textual_fallback,Textual semantic alignment between service responsibilities and requirements; not real BCP.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,feature_modularization,,domain,missing_required_data,v1,Missing feature/requirement-to-service mapping.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,data_independence_da,,domain,missing_required_data,v1,Missing data-access map and component-to-service mapping.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,inter_call_percentage_icp,,runtime,missing_required_data,v1,Missing runtime logs and component-to-service mapping for real runtime calls.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,network_overhead,,runtime,missing_required_data,v1,Missing runtime logs or payload size information.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,process_fitness,,process,missing_required_data,v1,Missing process/event logs and process model.
cargo-tracker,deepseek,deepseek-chat,few_shot,run_1,process_precision,,process,missing_required_data,v1,Missing process/event logs and behavioral model.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,number_of_microservices,6.0,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,number_of_communications,10.0,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,communication_density,0.333333,coupling,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,average_outgoing_communications,1.666667,coupling,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,isolated_services_count,0.0,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,isolated_services_ratio,0.0,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,average_responsibility_length,30.0,basic,calculated,v1,
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,declared_inter_service_coupling,0.333333,coupling,calculated,v1_textual_declared_graph,Calculated from declared communicates_with edges only; not structural coupling.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,cohesion_message_level_chm,,cohesion,missing_required_data,v1,Missing public-operation message signatures mapped to microservices.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,cohesion_domain_level_chd,,cohesion,missing_required_data,v1,Missing component-to-service mapping or internal artifact inventory.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,responsibility_domain_similarity,0.092566,cohesion,calculated_fallback,v1_textual_fallback,Calculated from responsibility text only; this is not real CHD.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,relational_cohesion_rc,,cohesion,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,afferent_coupling_ac,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,efferent_coupling_ec,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,instability,,coupling,missing_required_data,v1,Missing AC/EC prerequisites: component-to-service mapping or structural dependencies.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,inter_microservices_coupling,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,structural_modularity_quality_smq,,modularity,missing_required_data,v1,Missing structural cohesion or structural coupling prerequisites.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,interface_number_ifn,,modularity,missing_required_data,v1,Missing endpoints/interfaces or component-to-service mapping.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,non_extreme_distribution_ned,0.166667,modularity,calculated_fallback,v1_textual_fallback,"Fallback size estimated from responsibility token count only; not structural service size. Bounds: min=5, max=20."
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,business_context_purity_bcp,,domain,missing_required_data,v1,Missing requirement-to-service or feature-to-service mapping.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,requirement_service_semantic_alignment,0.018752,domain,calculated_fallback,v1_textual_fallback,Textual semantic alignment between service responsibilities and requirements; not real BCP.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,feature_modularization,,domain,missing_required_data,v1,Missing feature/requirement-to-service mapping.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,data_independence_da,,domain,missing_required_data,v1,Missing data-access map and component-to-service mapping.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,inter_call_percentage_icp,,runtime,missing_required_data,v1,Missing runtime logs and component-to-service mapping for real runtime calls.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,network_overhead,,runtime,missing_required_data,v1,Missing runtime logs or payload size information.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,process_fitness,,process,missing_required_data,v1,Missing process/event logs and process model.
cargo-tracker,deepseek,deepseek-chat,zero_shot,run_1,process_precision,,process,missing_required_data,v1,Missing process/event logs and behavioral model.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,number_of_microservices,4.0,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,number_of_communications,10.0,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,communication_density,0.833333,coupling,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,average_outgoing_communications,2.5,coupling,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,isolated_services_count,0.0,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,isolated_services_ratio,0.0,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,average_responsibility_length,28.25,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,declared_inter_service_coupling,0.833333,coupling,calculated,v1_textual_declared_graph,Calculated from declared communicates_with edges only; not structural coupling.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,cohesion_message_level_chm,,cohesion,missing_required_data,v1,Missing public-operation message signatures mapped to microservices.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,cohesion_domain_level_chd,,cohesion,missing_required_data,v1,Missing component-to-service mapping or internal artifact inventory.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,responsibility_domain_similarity,0.127132,cohesion,calculated_fallback,v1_textual_fallback,Calculated from responsibility text only; this is not real CHD.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,relational_cohesion_rc,,cohesion,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,afferent_coupling_ac,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,efferent_coupling_ec,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,instability,,coupling,missing_required_data,v1,Missing AC/EC prerequisites: component-to-service mapping or structural dependencies.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,inter_microservices_coupling,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,structural_modularity_quality_smq,,modularity,missing_required_data,v1,Missing structural cohesion or structural coupling prerequisites.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,interface_number_ifn,,modularity,missing_required_data,v1,Missing endpoints/interfaces or component-to-service mapping.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,non_extreme_distribution_ned,0.5,modularity,calculated_fallback,v1_textual_fallback,"Fallback size estimated from responsibility token count only; not structural service size. Bounds: min=5, max=20."
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,business_context_purity_bcp,,domain,missing_required_data,v1,Missing requirement-to-service or feature-to-service mapping.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,requirement_service_semantic_alignment,0.020873,domain,calculated_fallback,v1_textual_fallback,Textual semantic alignment between service responsibilities and requirements; not real BCP.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,feature_modularization,,domain,missing_required_data,v1,Missing feature/requirement-to-service mapping.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,data_independence_da,,domain,missing_required_data,v1,Missing data-access map and component-to-service mapping.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,inter_call_percentage_icp,,runtime,missing_required_data,v1,Missing runtime logs and component-to-service mapping for real runtime calls.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,network_overhead,,runtime,missing_required_data,v1,Missing runtime logs or payload size information.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,process_fitness,,process,missing_required_data,v1,Missing process/event logs and process model.
cargo-tracker,openai,gpt-5.5-2026-04-23,few_shot,run_1,process_precision,,process,missing_required_data,v1,Missing process/event logs and behavioral model.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,number_of_microservices,4.0,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,number_of_communications,10.0,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,communication_density,0.833333,coupling,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,average_outgoing_communications,2.5,coupling,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,isolated_services_count,0.0,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,isolated_services_ratio,0.0,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,average_responsibility_length,33.0,basic,calculated,v1,
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,declared_inter_service_coupling,0.833333,coupling,calculated,v1_textual_declared_graph,Calculated from declared communicates_with edges only; not structural coupling.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,cohesion_message_level_chm,,cohesion,missing_required_data,v1,Missing public-operation message signatures mapped to microservices.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,cohesion_domain_level_chd,,cohesion,missing_required_data,v1,Missing component-to-service mapping or internal artifact inventory.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,responsibility_domain_similarity,0.131794,cohesion,calculated_fallback,v1_textual_fallback,Calculated from responsibility text only; this is not real CHD.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,relational_cohesion_rc,,cohesion,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,afferent_coupling_ac,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,efferent_coupling_ec,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,instability,,coupling,missing_required_data,v1,Missing AC/EC prerequisites: component-to-service mapping or structural dependencies.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,inter_microservices_coupling,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,structural_modularity_quality_smq,,modularity,missing_required_data,v1,Missing structural cohesion or structural coupling prerequisites.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,interface_number_ifn,,modularity,missing_required_data,v1,Missing endpoints/interfaces or component-to-service mapping.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,non_extreme_distribution_ned,0.0,modularity,calculated_fallback,v1_textual_fallback,"Fallback size estimated from responsibility token count only; not structural service size. Bounds: min=5, max=20."
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,business_context_purity_bcp,,domain,missing_required_data,v1,Missing requirement-to-service or feature-to-service mapping.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,requirement_service_semantic_alignment,0.019334,domain,calculated_fallback,v1_textual_fallback,Textual semantic alignment between service responsibilities and requirements; not real BCP.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,feature_modularization,,domain,missing_required_data,v1,Missing feature/requirement-to-service mapping.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,data_independence_da,,domain,missing_required_data,v1,Missing data-access map and component-to-service mapping.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,inter_call_percentage_icp,,runtime,missing_required_data,v1,Missing runtime logs and component-to-service mapping for real runtime calls.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,network_overhead,,runtime,missing_required_data,v1,Missing runtime logs or payload size information.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,process_fitness,,process,missing_required_data,v1,Missing process/event logs and process model.
cargo-tracker,openai,gpt-5.5-2026-04-23,zero_shot,run_1,process_precision,,process,missing_required_data,v1,Missing process/event logs and behavioral model.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,number_of_microservices,6.0,basic,calculated,v1,
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,number_of_communications,17.0,basic,calculated,v1,
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,communication_density,0.566667,coupling,calculated,v1,
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,average_outgoing_communications,2.833333,coupling,calculated,v1,
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,isolated_services_count,0.0,basic,calculated,v1,
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,isolated_services_ratio,0.0,basic,calculated,v1,
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,average_responsibility_length,22.5,basic,calculated,v1,
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,declared_inter_service_coupling,0.566667,coupling,calculated,v1_textual_declared_graph,Calculated from declared communicates_with edges only; not structural coupling.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,cohesion_message_level_chm,,cohesion,missing_required_data,v1,Missing public-operation message signatures mapped to microservices.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,cohesion_domain_level_chd,,cohesion,missing_required_data,v1,Missing component-to-service mapping or internal artifact inventory.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,responsibility_domain_similarity,0.061143,cohesion,calculated_fallback,v1_textual_fallback,Calculated from responsibility text only; this is not real CHD.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,relational_cohesion_rc,,cohesion,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,afferent_coupling_ac,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,efferent_coupling_ec,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,instability,,coupling,missing_required_data,v1,Missing AC/EC prerequisites: component-to-service mapping or structural dependencies.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,inter_microservices_coupling,,coupling,missing_required_data,v1,Missing component-to-service mapping or structural dependency graph.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,structural_modularity_quality_smq,,modularity,missing_required_data,v1,Missing structural cohesion or structural coupling prerequisites.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,interface_number_ifn,,modularity,missing_required_data,v1,Missing endpoints/interfaces or component-to-service mapping.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,non_extreme_distribution_ned,1.0,modularity,calculated_fallback,v1_textual_fallback,"Fallback size estimated from responsibility token count only; not structural service size. Bounds: min=5, max=20."
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,business_context_purity_bcp,,domain,missing_required_data,v1,Missing requirement-to-service or feature-to-service mapping.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,requirement_service_semantic_alignment,0.027517,domain,calculated_fallback,v1_textual_fallback,Textual semantic alignment between service responsibilities and requirements; not real BCP.
daytrader7,anthropic,claude-opus-4-8,few_shot,run_1,feature_modularization,,domain,missing_required_data,v1,Missing feature/requirement-to-service mapping.
